MIC,HEMO,PCA1,PCA2,PCA3
1.3087247610092163,0.3937290012836456,-0.3321441525720076,-0.8168365444215114,-0.9407572510500508
1.0039408206939695,0.6271215677261353,-0.9123885901171119,-0.3728092532358681,-0.10091619912970802
1.4584983587265017,0.1708951145410537,7.900729289831227,3.409279832177164,5.960790751694643
0.8551816344261169,0.211647629737854,0.8978409407849596,-2.3191089870692996,-0.7217539091025734
2.325967788696289,0.6360065937042236,-3.288141731001232,0.9885749525716608,-0.3808670383465416
0.3427995443344116,0.6329744458198547,-0.9035775261919476,-3.76044618265588,3.4826878169168323
0.3559704720973968,0.4262090027332306,-3.3180533475710603,1.856298105137897,-1.822564327331305
0.5233421921730042,0.5836440324783325,-1.7810721790315396,0.8995155722627286,3.876615739939556
0.2468765974044799,0.6962093710899353,2.2855421720845963,-1.5905327966815526,2.953293415223927
1.160842776298523,0.2427190393209457,-1.7322437058006985,-1.4219706409056598,-4.718790752285859
0.8037459254264832,0.6021657586097717,-0.2637087070352696,-2.4327657415119726,5.160156730584947
0.3131512403488159,0.227215901017189,-4.626179262953652,0.13557993320170167,2.764778557035059
1.803343415260315,0.4935312569141388,-0.4221198670040863,1.7695405383626013,0.7321786821985987
0.7870430946350098,0.6797558665275574,-0.4313747033585234,-0.45373642564837596,0.8222518648865186
1.8753888607025144,0.3195594549179077,-4.564571008630082,-1.2906046845336208,1.0379867407956564
0.7100868821144104,0.6191246509552002,-1.713709706789008,1.6079818747432064,-0.8455423789446898
2.113154411315918,0.1748050898313522,-2.320047201991519,1.0379291075383579,2.6298314132663902
1.4201065301895142,0.2111430317163467,-0.02998728148106191,1.499578738128416,-3.356735657661052
1.3713598251342771,0.5716044306755066,1.7738335249384805,2.128202231553047,1.7118856679966639
2.2366111278533936,0.2803114950656891,6.33636345896306,-1.171339223547011,-4.71311332119069
1.9839271306991575,0.2443196177482605,-0.848488996551962,6.406210870187545,-5.070294829763991
0.7032761573791504,0.180903360247612,0.4659561935936748,0.3506282751028239,-4.004966399517064
0.6205869913101196,0.3152230083942413,-1.4972553067901053,0.9786519355730968,-0.3203109098500671
