PCA1,PCA2,PCA3
-0.33214408887843677,-0.8168367552522235,-0.940756983500909
-0.9123885851859235,-0.37280948772918393,-0.10091516347504133
7.90072942671773,3.4092805621711033,5.960790365546666
0.897840986783126,-2.3191088228789196,-0.7217523490851172
-3.2881418369055453,0.9885754271691664,-0.3808707890999546
-0.9035773931045576,-3.760446165237237,3.4826837320680957
-3.3180532449883056,1.8562982356924844,-1.8225604894663159
-1.781072091133595,0.8995158110515695,3.8766144862336835
2.285542226569913,-1.5905323388707981,2.953291197264733
-1.7322435851287752,-1.4219707509024944,-4.718786184450243
-0.2637088879891037,-2.4327661873738067,5.160150844924348
-4.6261793904856985,0.1355800659171288,2.764777895396805
-0.4221198878030736,1.7695409498219743,0.7321771686656581
-0.43137474415785415,-0.4537366797418959,0.8222489501238425
-4.564571173019392,-1.2906046575796177,1.0379832591181266
-1.713709635479053,1.6079818210309949,-0.8455419672656347
-2.3200472829121948,1.0379280617252922,2.629833583839576
-0.029987368345030324,1.4995786452104165,-3.356740292522778
1.7738334069175135,2.1282020122809024,1.7118808275873376
6.336363403393343,-1.1713395195237408,-4.713116546120015
-0.8484889960302102,6.406211019460148,-5.070300618142966
0.4659562750131522,0.3506282312855644,-4.0049678949656204
-1.4972552595486546,0.9786520633757311,-0.3203096960425583
2.829985878442223,3.200988989138422,-0.9099673633083304
3.006386511997394,-0.1380229787463101,-0.0031020904727520355
6.026693883064079,-0.7869727556264718,-0.09580910519055476
-6.311582718270099,0.9550327174428144,5.1778503304365495
5.286407305169391,-2.073229681846417,-7.083993005539447
-1.5951416634426117,0.05464905405112728,-0.42898123109380204
0.4985476834292762,-0.2816450040948118,1.266874564052719
-8.49814194652277,1.4579390629494078,-1.0619993497724127
-6.1963292853853655,2.086957654731731,-4.682568956263692
-1.749815755388174,1.0001034183391067,-0.9558339425337591
-2.623633703550672,-10.007748981372105,1.8679069521345149
5.9036565150006854,0.17457426368615217,-1.9188145596368513
-1.5733089908907258,2.791246492074778,1.1155067326815407
-3.946148039574052,3.356955906091265,-0.3131364730181823
1.5969949806312018,-2.0033170531569255,-3.278675939235331
0.3170793894355883,3.141124811751869,-2.0340270002312395
3.356710424004045,3.065027941987193,8.529722489268071
5.612465032011232,9.862908136159058,0.934767569908516
-5.338351114010961,1.019902299281715,5.143149935161493
1.126345196059807,2.987126458043431,-0.6980667589606543
-2.4683026106893364,1.7086772144915867,-0.6980424381030658
2.1011324229138206,1.8506599796595193,-2.642523437285976
2.370232782707036,-1.4863954417860488,2.3392499212146536
-3.7774637039062147,-1.5224943097342964,2.0726061815870547
-2.1984036597694203,-7.207382244782699,1.6887926215374518
6.879488408913699,-1.914446828970819,2.8764023180688123
-5.2519824564624145,-0.8292104497238967,0.04355926310496988
0.8326663300382474,3.281104619011274,-1.5446414419465202
-6.039940097446172,-5.865628048531004,-1.1848675255238663
-1.7566132411366904,2.4833835117966787,7.147963537132287
0.9333538068652345,-2.499720640862552,4.065666228229987
3.9263643707777596,1.791561935337896,-1.5847106751848514
5.761590530659046,0.021187284128600218,0.902173406159494
-1.6219710899051185,-2.7854569454442317,3.6417996130060404
5.569555345108531,0.6265590071536838,-2.4952724577906302
-1.9316447233509697,3.7662589280953687,-0.35668667239314183
-3.6595267476042914,-1.2080310357076567,-1.761852070461908
2.2723500240748744,-1.5046858349899837,-3.390304879069952
-2.573044055310745,4.2547735808830005,-1.6345172437920426
3.800307842513513,-3.2594763232831943,-3.7007445013557403
5.7618714711504895,-1.6272066297143317,-2.6837266707060583
3.4104631758722674,1.106014245292005,0.5525707517559708
-1.9061113348297438,-1.8050193613809364,3.058866249420656
3.6545471995662893,3.3585036738525256,-0.3933988355697827
3.4307627903261237,-1.873627163699138,-3.508749919464557
-7.072837932194732,-0.7168048808641603,5.6300266775710055
-0.6607012755638909,-2.943892131787129,2.7289824436285453
